CustomerID,Gender,Age,Marital_Status,Education,Income,Family_Size,Tenure,Date_Joined,Region,TransactionID,ProductID,Product_Name,Product_Category,Quantity,Price_per_Unit,Total_Amount,Date_of_Purchase,Time_of_Purchase,Payment_Mode,Channel,Recency,Frequency,Monetary,Last_Purchase_Date,Preferred_Category,Discount_Availed,Membership_Status,Feedback_Rating,Return_Flag,Device_Used,Campaign_Response
2169,Female,21,,,59375,2,6,2024-10-30,Whiteview,033ac4d6-d408-4391-a1af-0e8ed13757e1,25985,Special,Furniture,3,396.92,1190.76,2025/02/09,23:50:03,Credit Card,In-Store,152,20,4883.61,30-12-2024,Books,No,Bronze,,Yes,Mobile,No
4039,F,37,Married,,50656,4,8,2015-11-28,Kimberlybury,a885a7b4-1037-4a5c-b893-b08a52190216,80642,Tell,Clothing,4,52.21,208.84,30 May 2024,05:32:30,Debit Card,In-Store,78,1,9957.32,22-02-2025,Groceries,No,,4,No,Desktop,Yes
7151,F,50,Married,,59665,4,14,2018-04-29,New Shellyland,9d17d218-fc3b-4de5-9812-62ac5683ede0,73273,Sea,Groceries,4,460.68,1842.72,2023-08-28,14:23:24,Cash,Online,221,39,9208.7,13-04-2025,Toys,Yes,,2,No,Desktop,No
4387,,51,Married,Bachelors,57500,4,8,2020-03-02,Palmertown,a5ba2472-21df-4609-a959-137f795e6f2b,32701,Plant,Clothing,3,340.6,1021.8,17-04-2025,08:48:45,Wallet,In-Store,211,3,785.29,28-10-2024,Clothing,No,,5,No,Mobile,Yes
4234,Male,67,Divorced,High School,61439,3,7,2025-06-19,Lynnstad,3c0a584e-a7cd-43cb-abda-06b220d2b528,23113,Feel,Books,5,281.64,1408.2,27-11-2024,02:37:19,Debit Card,In-Store,25,13,5559.44,18-07-2025,Electronics,Yes,None,1,Yes,Mobile,Yes
5723,M,63,Divorced,,81893,1,11,2025-01-24,North Markville,99b32070-74fa-45ce-889a-c27e628103f0,50895,Right,Books,4,424.93,1699.72,2025-05-18,13:59:29,Credit Card,In-Store,258,37,8349.66,29-10-2024,Electronics,No,Bronze,4,No,Desktop,No
7400,Femael,63,single,Bachelors,72866,4,7,2016-09-02,Lopezville,7397d1a1-f641-4405-91cb-bc49542ef29e,93755,Want,Clothing,2,192.42,384.84,2024-03-27,12:43:32,UPI,In-Store,326,50,2910.68,08-10-2024,Furniture,No,Gold,5,No,Mobile,Yes
7664,male,33,,High School,147364,1,15,2023-03-06,Port Cynthiaborough,5f90ee57-2472-4a76-b7c9-0c89c86aed73,80836,Concern,Furniture,4,54.84,219.36,02 Apr 2025,12:31:17,Wallet,Online,88,29,8077.77,27-02-2025,Furniture,No,,3,No,Desktop,No
5659,Female,57,,None,149280,1,13,2025-04-29,South Kara,17d71fc0-092c-4030-ae75-76375c3552b3,49229,Future,Clothing,2,49.57,99.14,16 May 2024,14:07:39,Cash,Online,300,39,7317.88,17-06-2025,Clothing,No,Bronze,3,Yes,Desktop,No
8355,F,52,Divorced,None,127232,3,3,2019-07-28,West Tammy,d5c9fdc7-e76a-4ca9-b811-6802c8cc7cfe,35430,Hold,Clothing,5,49.33,246.65,2025/01/11,20:25:16,Wallet,In-Store,46,44,9601.3,21-01-2025,Clothing,Yes,None,,Yes,Mobile,No
8354,Male,61,single,Bachelors,87352,4,10,2022-02-03,New Briana,056e3d78-3b8c-4f84-8367-1560fd06875b,90786,Song,Clothing,4,415.3,1661.2,2025/06/30,10:23:07,Debit Card,Online,259,45,1343.27,30-11-2024,Furniture,No,Bronze,3,Yes,Mobile,
6752,,56,,None,89945,4,15,2018-12-22,Port Justin,7ccc63de-82ac-4e1d-ac56-5da653391df4,68580,Visit,Toys,2,308.83,617.66,2023/10/03,13:42:16,Debit Card,In-Store,308,48,2739.29,29-03-2025,Electronics,Yes,Silver,5,Yes,Desktop,Yes
3572,F,43,Divorced,None,27042,5,14,2017-06-22,New Robert,f48138b5-6395-49c4-919a-7396be3e9a90,37063,Case,Electronics,5,334.03,1670.15,10-06-2025,03:06:54,Credit Card,In-Store,230,16,9756.59,01-12-2024,Toys,No,,5,Yes,Desktop,Yes
5501,Femael,46,Single,PhD,56419,6,14,2023-12-09,Port Sabrina,c00b19de-38db-428d-a5db-6e4347bf8db7,85584,Career,Clothing,5,289.7,1448.5,15 Sep 2023,05:24:16,Cash,In-Store,222,32,2354.58,09-06-2025,Furniture,No,Bronze,5,No,Mobile,
9173,male,70,Divorced,PhD,88179,5,13,2022-08-07,Brownview,330faaa3-6b52-493c-a321-e64e620d4a1f,94233,Usually,Clothing,5,38.5,192.5,2025-04-14,04:18:15,Cash,Online,137,40,6669.08,07-11-2024,Books,No,,3,No,Mobile,Yes
9537,Male,43,Widowed,None,69065,4,5,2020-09-06,Angelatown,54eb8e20-af7c-4d2b-93d0-54e43550b07e,56346,Attorney,Electronics,4,87.02,348.08,27-11-2023,20:55:15,UPI,In-Store,273,4,8173.45,25-06-2025,Furniture,Yes,Bronze,5,Yes,Desktop,Yes
4102,F,18,Widowed,Masters,146757,6,8,2022-09-15,South Laura,43054a31-f9e3-4905-8a4a-15ea075dacd4,40865,Prepare,Furniture,1,138.46,138.46,19 Jul 2024,23:26:04,Cash,Online,312,45,9470.69,24-12-2024,Furniture,Yes,Gold,5,No,Desktop,Yes
5093,M,60,Widowed,High School,110493,1,12,2017-03-14,Garciaberg,d49347fc-0fc9-4d2e-830f-9be91f178f93,39135,Case,Groceries,3,370.56,1111.68,01/04/2024,12:21:33,Cash,In-Store,241,46,4846.48,25-12-2024,Groceries,Yes,Bronze,4,Yes,Mobile,
3658,F,50,Divorced,Bachelors,66927,6,1,2018-08-31,Lake Samuel,b836c448-ad26-4ec5-9d42-b9e9692e07b6,41133,Life,Furniture,1,399.66,399.66,2024/11/20,22:07:50,Credit Card,In-Store,292,10,8627.0,22-05-2025,Clothing,No,,1,No,Mobile,Yes
4438,Female,64,Divorced,PhD,29376,2,15,2021-01-17,East Justin,70ecf41b-c5d5-4016-91b3-ccf588433a38,97965,Buy,Books,4,62.03,248.12,02-03-2024,09:16:58,Credit Card,Online,91,50,2174.99,03-10-2024,Books,No,Gold,3,No,Desktop,No
1691,Male,47,Widowed,PhD,,6,2,2023-11-08,North Micheleland,ddfef849-4c48-4cfc-9a02-70da505c1021,18333,Wear,Furniture,2,421.28,842.56,15 Jun 2024,04:58:17,Cash,Online,192,31,6516.95,20-04-2025,Furniture,No,Bronze,1,No,Desktop,No
3695,Male,36,Married,Masters,88574,4,4,2019-12-17,Coffeyport,cde22f1c-56b6-4afc-9ed2-55d0bf1e8366,25095,Management,Toys,2,153.09,306.18,2023-10-01,12:49:50,Debit Card,In-Store,80,14,275.22,22-05-2025,Furniture,No,Bronze,3,No,Mobile,Yes
2964,F,66,Divorced,High School,113397,1,14,2017-02-15,Port Gina,9a72083c-b266-486c-b467-88bdd38e13e4,15286,Dinner,Electronics,3,134.57,403.71,05/14/2025,08:32:12,Credit Card,Online,61,41,5569.31,29-09-2024,Groceries,No,Bronze,,No,Mobile,Yes
8165,Female,,Divorced,,108900,6,10,2016-12-08,Evansberg,d76f0813-4ce7-44d7-a724-b119af2f32a7,42591,Necessary,Electronics,3,266.05,798.15,2024-07-01,05:39:30,Cash,Online,166,27,3253.92,11-03-2025,Toys,Yes,None,4,No,Mobile,Yes
6409,F,66,Married,None,109851,5,7,2020-12-05,Lake Rachelhaven,5380b904-688c-4015-aab9-7e494f2d4796,62743,Same,Clothing,5,480.08,2400.4,03/20/2024,23:55:41,Wallet,Online,148,47,9955.32,21-09-2024,Clothing,Yes,Gold,2,No,Desktop,No
2070,Femael,48,Single,None,108008,2,13,2022-05-28,Joneston,90164161-cfa7-41cd-a631-d00b26d794d3,49824,Bed,Furniture,4,37.64,150.56,2024/02/12,03:06:32,Wallet,Online,286,32,3244.64,07-03-2025,Furniture,No,None,,No,Mobile,No
3625,,68,single,None,114166,4,15,2021-02-21,Mirandabury,79eef2c0-aa7a-407d-81f3-f1b9b81bda1d,97897,Candidate,Furniture,3,241.07,723.21,01/01/2025,05:51:48,Debit Card,Online,3,14,4684.36,27-07-2025,Furniture,No,None,1,No,Desktop,Yes
4288,F,52,Divorced,,132272,2,12,2016-07-27,North Stephen,32f8dbab-b462-43e8-9c41-8a83eb04159c,45910,Home,Toys,3,414.94,1244.82,05/04/2025,05:05:52,UPI,Online,54,8,6039.19,15-02-2025,Books,Yes,Gold,2,No,Desktop,No
8291,Male,58,single,None,32359,2,7,2015-09-30,Lake Matthewville,b1ac040d-6c1c-4405-9c3f-42e0fcf7b842,27324,Mean,Toys,1,454.42,454.42,28-09-2023,12:07:32,Wallet,In-Store,204,12,5002.23,29-12-2024,Toys,Yes,None,4,No,Mobile,Yes
1832,M,60,single,Masters,50164,1,9,2017-02-27,Calderonton,217d65a0-c568-41cd-9563-f61600e85ece,93507,Everybody,Groceries,5,257.98,1289.9,2023-12-07,09:27:43,UPI,In-Store,73,15,5428.49,21-01-2025,Books,Yes,,3,Yes,Desktop,Yes
3571,Femael,47,single,High School,119110,6,5,2024-03-10,Christianburgh,52150ed8-7ddc-4413-805d-b774132a5e58,41574,Give,Books,4,471.61,1886.44,2024/03/07,11:22:12,Wallet,Online,192,32,2113.33,15-02-2025,Furniture,Yes,Bronze,1,Yes,Mobile,No
5626,male,19,,Masters,140964,5,8,2018-11-28,Davismouth,dda8b391-9494-465d-8a91-28fbc0948932,17094,To,Furniture,5,376.74,1883.7,2025/07/29,21:27:07,Debit Card,In-Store,361,39,1461.36,29-11-2024,Furniture,Yes,,1,No,Desktop,
7364,male,48,Divorced,,,5,2,2015-09-21,Penningtonview,d29cf92a-efb2-433c-971a-a5324d07018b,40862,Finish,Books,2,41.15,82.3,2024-01-14,11:15:55,UPI,In-Store,352,11,549.42,24-07-2025,Groceries,Yes,Gold,4,Yes,Mobile,No
3089,male,56,single,High School,,4,3,2016-08-23,Brownchester,0e484034-ad74-4d43-9a11-5f5910d7a164,83303,Area,Toys,1,288.84,288.84,20 Mar 2024,03:03:38,Credit Card,In-Store,17,15,9562.37,05-01-2025,Furniture,No,,1,Yes,Desktop,Yes
7269,Male,26,Married,High School,27501,1,10,2021-02-24,West Christy,a93c9413-1396-4289-829a-988f18a95210,78150,Speak,Toys,5,26.66,133.3,2024/08/20,10:42:27,Credit Card,Online,207,16,5946.7,30-01-2025,Furniture,No,None,3,No,Mobile,Yes
7415,male,54,Married,High School,70055,2,7,2025-03-30,East Carriebury,efcac577-1aa6-47cb-90c7-e6aca3bfe403,75035,Chance,Electronics,4,155.21,620.84,17-04-2024,14:37:01,Cash,In-Store,150,50,690.8,02-09-2024,Clothing,No,None,1,No,Desktop,
2867,Femael,18,Married,Masters,47759,5,5,2017-05-25,Gonzalezborough,85ece729-d4dd-4b56-8353-91b2c72850c1,36433,Help,Clothing,5,430.82,2154.1,2025/01/31,13:06:46,Debit Card,Online,155,29,6707.25,25-11-2024,Furniture,No,None,,Yes,Desktop,Yes
4646,Male,62,Single,PhD,45735,5,14,2019-01-15,North Gregory,ddfc2a92-7074-4eb3-bc52-17ccf4672866,90879,Might,Clothing,5,165.37,826.85,19 Jan 2025,07:47:12,Debit Card,In-Store,237,41,9497.11,05-07-2025,Furniture,No,,3,Yes,Mobile,No
2075,,66,Married,Bachelors,141641,1,14,2018-10-17,Millerfurt,f5504c52-49d2-4ac0-adc6-9c90e5dfc7af,20085,Boy,Clothing,3,201.11,603.33,12/09/2023,14:15:12,Wallet,In-Store,68,42,4481.76,15-09-2024,Toys,No,,5,No,Desktop,No
2168,F,41,Married,,23123,1,10,2016-12-07,West Jeremy,b5def807-4a96-4478-a72b-dddd511eeeb8,45058,Point,Electronics,2,408.35,816.7,2024/12/16,02:17:30,Wallet,In-Store,333,30,3814.13,16-11-2024,Books,Yes,,4,No,Desktop,No
9039,male,40,,None,64653,2,7,2023-09-22,Powellland,62699a44-00d8-4046-b9d1-19508a45e02e,73185,Campaign,Clothing,2,107.5,215.0,2024-10-17,01:18:57,Debit Card,In-Store,113,35,2762.09,01-08-2025,Books,Yes,,3,No,Desktop,
2946,M,34,,,113059,4,14,2017-10-11,South Nathanielmouth,c14565c7-5d98-4115-b05e-eefe8ece1128,28909,Decide,Furniture,5,170.18,850.9,2024-11-13,07:24:32,Cash,In-Store,229,28,2996.4,05-01-2025,Clothing,Yes,,2,Yes,Mobile,
4996,male,65,Married,,26817,6,7,2024-05-14,New Ethan,76492e64-f55d-4e6d-ad26-8b378f5242d3,40389,Subject,Clothing,1,161.49,161.49,06/13/2024,18:39:46,Cash,Online,358,15,1471.84,13-10-2024,Clothing,No,,1,Yes,Desktop,
9883,Femael,68,single,PhD,66462,2,15,2016-08-16,Brianshire,da4bd9ca-eb5c-4467-80ba-cd647a0ecfea,79615,Coach,Clothing,2,374.58,749.16,09/17/2023,03:29:53,Debit Card,In-Store,301,13,641.85,03-09-2024,Groceries,No,,3,Yes,Mobile,Yes
2526,,58,single,Masters,112684,3,3,2023-05-22,Melissaside,6dfd171a-f7d7-465d-b7c3-b3c965d0b517,37767,Miss,Groceries,3,153.87,461.61,02/28/2024,20:33:36,UPI,Online,126,42,6091.56,20-06-2025,Groceries,Yes,,4,Yes,Mobile,Yes
3689,Male,27,,None,70558,3,6,2023-12-13,Taylorfurt,91a07ef2-1c00-4554-8396-3bf97cc9d887,98476,Military,Electronics,5,122.36,611.8,28 Dec 2024,08:57:51,Wallet,In-Store,76,47,8477.36,26-04-2025,Books,No,Gold,4,No,Mobile,No
4170,Female,23,Single,Masters,72046,5,2,2020-12-29,Hayesport,90c80420-2703-4b27-958c-2936b18678ce,84299,His,Books,1,178.04,178.04,04/22/2025,12:04:40,Cash,Online,204,12,3502.39,16-01-2025,Groceries,Yes,None,1,Yes,Mobile,No
3068,Male,36,Married,None,,3,15,2023-12-10,Port Alexanderport,5738811d-70c2-403f-ba8d-03aa782a65e0,34164,Approach,Electronics,1,244.84,244.84,02/16/2024,00:33:46,Debit Card,Online,204,37,5616.21,16-09-2024,Books,Yes,None,1,No,Mobile,No
8609,Male,28,Widowed,Masters,39093,2,5,2019-01-22,Catherinemouth,bbf483ce-51be-480e-b7e6-a14cdc8a4922,55268,Inside,Toys,4,99.31,397.24,13 Nov 2023,10:20:32,Debit Card,Online,3,31,4217.25,24-12-2024,Books,Yes,Silver,5,No,Mobile,Yes
1527,Femael,50,Widowed,None,134935,3,12,2017-12-15,West Ashley,9b9b3926-e9eb-49fe-9a5e-63f5cc94d15c,85219,Trial,Groceries,2,150.98,301.96,02-06-2024,17:23:11,Wallet,Online,82,28,8046.52,21-10-2024,Electronics,No,Gold,2,No,Desktop,Yes
5659,Female,57,,None,149280,1,13,2025-04-29,South Kara,17d71fc0-092c-4030-ae75-76375c3552b3,49229,Future,Clothing,2,49.57,99.14,16 May 2024,14:07:39,Cash,Online,300,39,7317.88,17-06-2025,Clothing,No,Bronze,3,Yes,Desktop,No
4047,Female,54,Divorced,,48119,4,8,2022-01-31,Angelaton,d5a76023-4d4f-4814-9385-0240d2a2f839,86704,Fly,Groceries,3,195.0,585.0,21-08-2024,00:08:43,Credit Card,Online,264,23,5816.21,17-05-2025,Books,No,None,,No,Mobile,No
3787,Femael,22,Divorced,PhD,124172,6,14,2025-03-28,North Jenniferchester,742632d7-eda4-43c6-ab84-66e4c5fae047,98291,Miss,Toys,4,378.43,1513.72,2023-11-04,13:53:30,UPI,Online,36,30,1470.76,07-05-2025,Clothing,No,,1,Yes,Desktop,No
1415,Male,70,,Bachelors,,5,6,2019-06-06,Rosariobury,4f90f91a-5448-40de-aa1b-76e3326684ff,18237,Produce,Toys,2,96.97,193.94,12/01/2024,03:21:56,UPI,In-Store,357,1,741.45,13-08-2024,Groceries,No,Gold,4,Yes,Mobile,
7722,F,27,Single,None,126946,4,6,2021-01-08,Mendozaberg,97d02f8f-affd-443b-ac69-1f0442bbeaae,52936,Successful,Books,2,316.52,633.04,09 Mar 2024,19:31:32,Cash,In-Store,9,42,7923.6,04-09-2024,Books,No,Gold,5,Yes,Mobile,
4522,Femael,69,Widowed,Bachelors,113443,6,2,2022-11-27,Beasleychester,66132e69-7418-4109-93d1-bf0f56c438e4,64524,Show,Groceries,2,419.13,838.26,10/16/2023,10:21:14,UPI,In-Store,138,13,7796.03,15-01-2025,Clothing,Yes,Gold,2,Yes,Desktop,Yes
2225,male,36,Widowed,,48767,5,5,2023-07-30,Matthewfurt,541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,98389,Town,Electronics,5,58.14,290.7,2024-09-21,04:26:01,UPI,Online,46,18,8084.94,03-12-2024,Furniture,No,Gold,1,No,Desktop,No
3007,Female,50,Married,PhD,78404,1,5,2016-04-25,Williamsshire,651ea252-b974-4cde-9259-f9606ee35607,75028,All,Books,3,285.47,856.41,27 May 2024,08:22:49,UPI,Online,275,24,2983.94,15-01-2025,Clothing,Yes,Gold,4,No,Mobile,
8873,Femael,48,Divorced,High School,62039,1,9,2021-11-26,Lake Meghanville,290a3abb-c35b-4fea-9578-d70948f9e3d0,45755,Listen,Toys,1,31.93,31.93,07-07-2025,10:50:11,Debit Card,In-Store,225,18,6413.72,29-09-2024,Clothing,Yes,Gold,5,Yes,Mobile,
9106,Femael,32,Widowed,High School,,3,2,2021-06-27,Terrytown,31341ab8-b9e8-4781-89bb-1313294d25fc,71504,Guy,Groceries,2,386.62,773.24,2024/07/09,22:53:58,Cash,Online,279,35,2744.31,16-02-2025,Toys,No,None,5,No,Mobile,
6299,Femael,39,single,None,106893,1,1,2019-09-07,South Katie,5c29850b-410b-4c29-be9c-afcfed17f6e9,69297,Line,Furniture,3,468.71,1406.13,06/07/2024,20:41:49,Credit Card,Online,50,27,8998.52,12-05-2025,Books,No,Bronze,5,Yes,Mobile,Yes
3589,Femael,18,Married,None,51280,2,13,2020-12-27,New Amandaville,e12ff6cd-d6ea-4269-914e-13532f237c4d,29073,Short,Furniture,1,191.19,191.19,26-08-2023,23:46:14,Credit Card,Online,14,13,8848.22,04-12-2024,Clothing,Yes,Bronze,4,Yes,Mobile,Yes
6504,M,35,Married,PhD,64837,3,3,2024-01-15,Garrettport,33a67403-6f9d-4d74-b82c-6ad85d037a06,75136,Prove,Electronics,3,248.81,746.43,2025-05-23,17:01:52,Wallet,In-Store,181,19,965.47,01-09-2024,Clothing,No,Gold,4,No,Mobile,No
6632,,45,,None,46111,2,11,2022-10-29,Michaelmouth,3b048a8b-405b-4dc9-8e7e-d827455ac762,25814,Set,Electronics,4,499.42,1997.68,31-12-2023,23:40:51,Cash,In-Store,294,42,7562.59,18-09-2024,Clothing,No,None,4,No,Mobile,No
2144,M,36,Widowed,Bachelors,149527,1,2,2022-09-12,Penachester,2fb7e9bd-5fe9-4750-ad28-a2a82baeafc7,27607,Decade,Books,2,92.43,184.86,2024-08-15,05:52:48,UPI,Online,342,23,5260.98,14-02-2025,Furniture,No,Gold,4,Yes,Desktop,
8846,Male,48,Single,,71089,2,15,2019-09-19,South Rose,48769153-c688-43fe-9255-5c758d55119e,59894,Man,Clothing,1,347.24,347.24,21-09-2024,01:21:18,Debit Card,In-Store,128,50,6886.42,20-12-2024,Toys,Yes,Gold,3,Yes,Mobile,No
7249,Female,18,Single,,126164,3,7,2022-11-10,Port Rebeccaport,8d87b7be-271d-40f1-8985-c98d985defc4,33029,Even,Clothing,3,13.56,40.68,25 May 2024,02:44:13,Cash,Online,64,42,1296.02,29-11-2024,Electronics,Yes,Gold,4,Yes,Mobile,
4180,Female,64,single,Bachelors,83743,5,2,2020-08-17,West Harry,2067bdac-88bd-43d1-b540-b30e039f3a25,45954,Answer,Furniture,1,61.12,61.12,15-09-2023,19:28:50,Wallet,Online,58,31,2824.58,24-11-2024,Toys,Yes,Bronze,3,No,Mobile,No
1116,M,40,Married,Masters,,5,10,2018-12-04,Rodriguezview,2ba46308-7e77-46aa-8015-575691b0af07,82323,Daughter,Electronics,3,177.07,531.21,28-12-2024,08:12:46,Cash,In-Store,258,32,4930.7,10-03-2025,Toys,No,,,No,Mobile,Yes
8081,Male,22,Married,PhD,81015,2,14,2023-09-01,New Barbara,80a233e3-33f6-4730-9665-df7c4f70b88b,99762,Low,Clothing,4,466.25,1865.0,04 Mar 2024,08:22:07,Debit Card,Online,263,20,331.13,05-08-2024,Furniture,No,Silver,3,No,Desktop,Yes
5375,Female,70,Single,High School,,5,14,2024-12-06,West Samuel,0763fcd0-1f15-47b6-bc16-128db2c08394,92578,Politics,Toys,5,442.51,2212.55,15-04-2025,18:29:50,Wallet,Online,1,31,9029.13,05-05-2025,Furniture,No,Gold,1,Yes,Desktop,
5478,male,59,Single,,54454,1,15,2023-04-03,Perezside,2f8c83e5-6e8d-4644-a01b-fbcbf0eebcce,99088,Pay,Groceries,5,474.61,2373.05,2024-12-29,18:12:30,Wallet,Online,187,48,2894.63,05-09-2024,Furniture,Yes,None,1,No,Mobile,No
4555,F,23,Married,PhD,51673,5,13,2023-09-29,Port Rebecca,03ece8ff-e8b3-4763-b4ff-3f3a4d9dbaeb,37762,Write,Clothing,1,421.07,421.07,29-12-2023,11:11:20,UPI,Online,106,39,6495.37,17-09-2024,Clothing,Yes,Bronze,5,No,Desktop,
2387,Male,46,Single,High School,113799,1,14,2025-02-08,New Adriana,238b05b7-2b64-477c-a177-a771af70de70,45247,Fish,Books,5,183.12,915.6,2024/02/28,15:53:22,Wallet,Online,75,48,5219.11,28-09-2024,Electronics,Yes,None,,No,Desktop,No
9061,,31,single,None,35258,6,11,2016-08-10,Lake Joshua,e5b4a1ae-3b41-4943-abd8-a3b10b3d0c36,78125,Itself,Electronics,4,442.49,1769.96,01/29/2025,08:07:06,Wallet,In-Store,153,37,2699.99,28-01-2025,Electronics,Yes,,5,No,Desktop,No
5209,Femael,38,single,None,111031,3,7,2015-10-31,New Gregshire,7257dcb6-a8be-4c80-a6b0-d2c9bd2cf4eb,58466,System,Toys,3,301.07,903.21,2023/12/18,11:14:09,Cash,In-Store,344,42,5692.2,02-06-2025,Electronics,No,None,1,No,Mobile,Yes
3999,F,50,Divorced,Bachelors,,5,11,2021-04-19,East Michaelport,54d1332a-e308-4ddc-89c0-4b7d6ba4170b,58717,Ever,Toys,3,415.13,1245.39,2024/10/31,16:19:37,Wallet,In-Store,13,44,7012.66,30-01-2025,Electronics,Yes,Gold,1,No,Desktop,No
3598,Femael,40,single,High School,113989,2,12,2018-07-24,Port Brycechester,1ee56930-3a08-4f6a-9e18-9a981d2d1771,83660,Door,Groceries,2,55.2,110.4,2024-08-15,04:53:41,Credit Card,Online,165,41,6273.84,13-12-2024,Furniture,Yes,Gold,5,No,Mobile,No
